moduleCode,title,semesters
IS5006,Human-Centred Intelligent Systems,[2]
IS5007,Strategising for Global IT-enabled Business Success,[1]
IS5008,Technology Risk & Cyber Resilience,[2]
IS5009,Topics in Financial Technology Solutions,[2]
IS5116,Digital Entrepreneurship,[1]
IS5126,Hands-on with Applied Analytics,"[1, 2]"
IS5128,Digital Innovation,[1]
IS5151,Information Security Policy and Management,[2]
IS5152,Data-Driven Decision Making,[2]
IS5451,AIoT Solutions and Development,[2]
IS6000,Topics in Information Systems and Analytics Research,[1]
IS6001,Qualitative Methods for IS Research,[2]
IS6003,Contemporary Theories for IS Research,[1]
IS6004,Econometrics for IS Research,[2]
IS6006,Computational Social Science,[2]
IS6101,Topics in Machine Learning and Optimization,[1]
ISC3550,Extended Sociology Internship,"[3, 4]"
ISD5101,Integrated Studio Project 1,[1]
ISD5102,Integrated Studio Project 2,[2]
ISD5103,Green Buildings in the Tropics,[1]
ISD5104,Energy and Ecology,[1]
ISD5105,Principles of Sustainable Urbanism,[2]
ISD5106,Sustainability Models and Blueprints,[2]
ISD5107,Planning Urban Food Systems,[2]
ISE3550,Extended Internship,"[1, 2]"
ISY5001,Intelligent Reasoning Systems,"[1, 2]"
ISY5001G,Intelligent Reasoning Systems,"[1, 2]"
ISY5002,Pattern Recognition Systems,[1]
ISY5002G,Pattern Recognition Systems,"[1, 2]"
ISY5003,Intelligent Robotic Systems,"[1, 2]"
ISY5003G,Intelligent Robotic Systems,"[1, 2]"
ISY5004,Intelligent Sensing Systems,"[1, 2]"
ISY5004G,Intelligent Sensing Systems,"[1, 2]"
ISY5007,Capstone Project in Intelligent Systems,"[1, 2]"
IT1244,Artificial Intelligence: Technology and Impact,"[1, 2]"
IT2002,Database Technology and Management,[2]
IT2900,Technical Management and Leadership,[1]
IT3010,Data Management for Business Analytics,"[1, 2]"
IT5001,Software Development Fundamentals,"[1, 2]"
IT5002,Computer Systems and Applications,"[1, 2]"
IT5003,Data Structures and Algorithms,"[1, 2]"
IT5004,Enterprise Systems Architecture Fundamentals,"[1, 2]"
IT5005,Artificial Intelligence,"[1, 2]"
IT5006,Fundamentals of Data Analytics,"[1, 2]"
IT5007,Software Engineering on Application Architecture,"[1, 2]"
IT5008,Database Design and Programming,"[1, 2]"
IT5100A,Industry Readiness: Typed Functional Programming,[1]
IT5100B,Industry Readiness: Stream Processing,[2]
IT5100D,Industry Readiness: Networking Concepts for Developers,[2]
IT5100E,Industry Readiness: Security Best Practices,[2]
IT5100F,Industry Readiness: Data Analytics and AI in Practice,[1]
JS1101E,Introduction to Japan,"[1, 2]"
JS2101,Approaches to Japanese Studies I,[1]
JS2213,Visual Analysis of Japanese Popular Culture,[2]
JS2216,Postwar Japanese Film and Anime,[1]
JS2230,Itadakimasu - Food In Japan,[2]
JS2232,Japan and Korea,[1]
JS2233,Idols and Celebrities in Japan and Korea,[2]
JS2234,Japan: The Green Nation?,[1]
JS2880A,Field Exposure Japan: Fashion Business,[1]
JS3101,Approaches to Japanese Studies II,[2]
JS3213,Alternative Lives in Contemporary Japan,[1]
JS3214,Japanese Philosophy and Thought,[1]
JS3217,Japanese Art and Aesthetics,[1]
JS3223,Japan and the Asia-Pacific Region,[2]
JS3229,Field Studies in Japan,[3]
JS3551,FASS Undergraduate Research Opportunity (UROP),[2]
JS4216,Tales and Performance in Premodern Japan,[2]
JS4216HM,Tales and Performance in Premodern Japan,[2]
JS4217,Selected Topics in Japanese Studies,[1]
JS4217HM,Selected Topics in Japanese Studies,[1]
JS4225,Social Dynamics in Modern Japan,[1]
JS4225HM,Social Dynamics in Modern Japan,[1]
JS4227,Japanese Political Economy,[2]
JS4227HM,Japanese Political Economy,[2]
JS4229,Japanese Translation - Theory & Practice,[2]
JS4229HM,Japanese Translation - Theory & Practice,[2]
JS4230,Advanced Readings in Popular Culture,[1]
JS4230HM,Advanced Readings in Popular Culture,[1]
JS4401,Honours Thesis,"[1, 2]"
JS4401HM,Honours Thesis,"[1, 2]"
JS4660,Independent Study,"[1, 2]"
JS4660HM,Independent Study,"[1, 2]"
JS5203,Japanese Literary & Performance Studies,[2]
JS5203R,Japanese Literary & Performance Studies,[2]
JS5660,Independent Study,"[1, 2]"
JS6202,Readings in Japanese Politics & Economics,[2]
JS6660,Independent Study,"[1, 2]"
JS6770,Graduate Research Seminar,[2]
JSC5101,Image and Imagination - An Analysis,[2]
JSC5102,Visual Cultures in Japan,[1]
JSC5103,Japanese Popular Culture - Theory and Methodology,[1]
JSC5201,Manga Studies,[2]
JSC5202,Let’s Go Catch a Show,[2]
JSC5206,Advanced Readings in Visual Cultures in Japan,[1]
JSC5209,Political Economy of Popular Culture in Asia,[2]
JSC5210,Managing Creative Industries: The Case of Japan,[2]
JSC5301,Advanced Japanese I (Coursework),[1]
JSC5304,Case Studies in Japanese Visual Cultures,[2]
JSC5305,Internship,[2]
JSC5401,Master’s Thesis (Coursework),[2]
JSC5660,Independent Study,[2]
JSC5880,Selected Topics in Japanese Visual Cultures,[1]
LA4701,MLA Studio: Quarter,[1]
LA4702,MLA Studio: City,[2]
LA5211,Political Ecology and Landscapes,[1]
LA5302,Landscape Construction II,[2]
LA5303,Urban Greening: Technologies and Techniques,[2]
LA5500,Proseminar in Landscape Architecture,[1]
LA5511,Digital Techniques In Landscape,[1]
LA5742A,Dissertation Preparation,[1]
LA5901,Special Topics in Landscape Architecture,"[1, 2]"
LAB1201,Bahasa Indonesia 1,"[1, 2]"
LAB2201,Bahasa Indonesia 2,"[1, 2]"
LAB3201,Bahasa Indonesia 3,"[1, 2]"
LAB3202,Bahasa Indonesia 4,"[1, 2]"
LAB4201,Bahasa Indonesia 5,"[1, 2]"
LAB4201HM,Bahasa Indonesia 5,"[1, 2]"
LAB4202,Bahasa Indonesia 6,[2]
LAB4202HM,Bahasa Indonesia 6,[2]
LAC1201,Chinese 1,"[1, 2]"
LAC2201,Chinese 2,"[1, 2]"
LAC2202,Chinese Characters Writing & Composition,[1]
LAC3201,Chinese 3,"[1, 2]"
LAC3202,Chinese 4,"[1, 2]"
LAC3204,Chinese for Business & Social Sciences,"[1, 2]"
LAC4201,Chinese 5,[1]
LAC4201HM,Chinese 5,[1]
LAC4202,Chinese 6,[2]
LAC4202HM,Chinese 6,[2]
LAD1001,Design 1,[1]
LAD1003,Introduction to Landscape Architecture,[1]
LAD1004,History and Theory of Landscape Architecture,[2]
LAD1005,Design 2,[2]
LAD2003,Landscape Construction I,[2]
LAD2004,Planting Design and Horticulture,[1]
LAD2005,Introductory GIS for Landscape Architecture,[1]
LAD2006,Design 3,[1]
LAD2007,Design 4,[2]
LAD3001,Design 5,[1]
LAD3002,Design 6,[2]
LAD4003,Landscape Construction II,[2]
LAD4004,GeoDesign,[1]
LAD4006,Digital Techniques In Landscape Architecture,[1]
LAD4007,Political Eco and Land,[1]
LAD4008,Design 7,[1]
LAD4010,Design 8,[2]
LAD4012,Urban Greening: Technologies and Techniques,[2]
LAF1201,French 1,"[1, 2, 3]"
LAF2201,French 2,"[1, 2]"
LAF3201,French 3,"[1, 2]"
LAF3202,French 4,"[1, 2]"
LAF4201,French 5,"[1, 2]"
LAF4201HM,French 5,"[1, 2]"
LAF4202,French 6,"[1, 2]"
LAF4202HM,French 6,"[1, 2]"
LAF4203,French Language and Society,[1]
LAF4203HM,French Language and Society,[1]
LAF4204,Francophone Studies in Context,[2]
LAF4204HM,Francophone Studies in Context,[2]
LAG1201,German 1,"[1, 2]"
LAG2201,German 2,"[1, 2]"
LAG3201,German 3,"[1, 2]"
LAG3202,German 4,[2]
LAG4201,German 5,[1]
LAG4201HM,German 5,[1]
LAG4202,German 6,[2]
LAG4202HM,German 6,[2]
LAH1201,Hindi 1,"[1, 2]"
LAH2201,Hindi 2,"[1, 2]"
LAH3201,Hindi 3,"[1, 2]"
LAH3202,Hindi 4,[2]
LAH4202,Hindi 6,[2]
LAH4202HM,Hindi 6,[2]
LAJ1201,Japanese 1,"[1, 2]"
LAJ2201,Japanese 2,"[1, 2]"
LAJ2202,Japanese 3,"[1, 2]"
LAJ2203,Japanese 4,"[1, 2]"
LAJ3201,Japanese 5,"[1, 2]"
LAJ3202,Japanese 6,"[1, 2]"
LAJ3204,Business Japanese 2,[1]
LAJ4205,Japanese for Contemporary Society,[2]
LAJ4205HM,Japanese for Contemporary Society,[2]
LAK1201,Korean 1,"[1, 2]"
LAK2201,Korean 2,"[1, 2]"
LAK3201,Korean 3,"[1, 2]"
LAK3202,Korean 4,[2]
LAK4201,Korean 5,[1]
LAK4201HM,Korean 5,[1]
LAK4202,Korean 6,[2]
LAK4202HM,Korean 6,[2]
LAK4203,Korean 7,[1]
LAK4203HM,Korean 7,[1]
LAK4204,Korean 8,[2]
LAK4204HM,Korean 8,[2]
LAL1201,Tamil 1,"[1, 2]"
LAL2201,Tamil 2,[2]
LAM1201,Malay 1,"[1, 2]"
LAM2201,Malay 2,"[1, 2]"
LAM3201,Malay 3,"[1, 2]"
LAM3202,Malay 4,[1]
LAM4201,Malay 5,[2]
LAM4201HM,Malay 5,[2]
LAR1201,Arabic 1,"[1, 2]"
LAR2201,Arabic 2,"[1, 2]"
LAR3201,Arabic 3,[1]
LAR3202,Arabic 4,[2]
LAR4201,Arabic 5,[1]
LAR4201HM,Arabic 5,[1]
LAR4202,Arabic 6,[2]
LAR4202HM,Arabic 6,[2]
LAS1201,Spanish 1,"[1, 2]"
LAS2201,Spanish 2,"[1, 2]"
LAS3201,Spanish 3,"[1, 2]"
LAS3202,Spanish 4,"[1, 2]"
LAS4201,Spanish 5,"[1, 2]"
LAS4201HM,Spanish 5,"[1, 2]"
LAS4202,Spanish 6,[2]
LAS4202HM,Spanish 6,[2]
LAS4203,Spanish 7 Language and Spanish Studies,[1]
LAS4203HM,Spanish 7 Language and Spanish Studies,[1]
LAS4204,Spanish 8 Language and Spanish Studies,[2]
LAS4204HM,Spanish 8 Language and Spanish Studies,[2]
LAT1201,Thai 1,"[1, 2]"
LAT2201,Thai 2,"[1, 2]"
LAT3201,Thai 3,"[1, 2]"
LAT3202,Thai 4,"[1, 2]"
LAT4201,Thai 5,[2]
LAT4201HM,Thai 5,[2]
LAT4202,Thai 6,[2]
LAT4202HM,Thai 6,[2]
LAT4203,Analysing Thai Media,[1]
LAT4203HM,Analysing Thai Media,[1]
LAT4204,Thai for Academic Purposes,[2]
LAT4204HM,Thai for Academic Purposes,[2]
LAV1201,Vietnamese 1,"[1, 2]"
LAV2201,Vietnamese 2,"[1, 2]"
LAV3201,Vietnamese 3,"[1, 2]"
LAV3202,Vietnamese 4,[2]
LAV4202,Vietnamese 6,[2]
LAV4202HM,Vietnamese 6,[2]
LC1001B,Criminal Law (B),[2]
LC1001C,Criminal Law (C),[2]
LC1001D,Criminal Law (D),[2]
LC1001E,Criminal Law (E),[2]
LC1001F,Criminal Law (F),[2]
LC1001G,Criminal Law (G),[2]
LC1001H,Criminal Law (H),[2]
LC1002A,Introduction To Legal Theory (A),[2]
LC1002B,Introduction To Legal Theory (B),[2]
LC1002C,Introduction to Legal Theory (C),[2]
LC1002D,Introduction to Legal Theory (D),[2]
LC1002E,Introduction to Legal Theory (E),[2]
LC1002F,Introduction to Legal Theory (F),[2]
LC1002G,Introduction to Legal Theory (G),[2]
LC1002H,Introduction to Legal Theory (H),[2]
LC1003,Law Of Contract,"[1, 2]"
LC1004,Law Of Torts,[1]
LC1016,"Legal Analysis, Research & Communication","[1, 2]"
LC1025,Singapore Law in Context,[1]
LC2004,Principles Of Property Law,[1]
LC2006A,Equity & Trusts (A),[2]
LC2006B,Equity & Trusts (B),[2]
LC2006C,Equity & Trusts (C),[2]
LC2006D,Equity & Trusts (D),[2]
LC2006E,Equity & Trusts (E),[2]
LC2006F,Equity & Trusts (F),[2]
LC2006G,Equity & Trusts (G),[2]
LC2007,Constitutional & Administrative Law,[2]
LC2008B,Company Law (B),[1]
LC2008C,Company Law (C),[1]
LC2008D,Company Law (D),[1]
LC2008E,Company Law (E),[1]
LC2008F,Company Law (F),[1]
LC2008H,Company Law (H),[1]
LC2009,Pro Bono Service,"[1, 2]"
LC2010A,Legal Systems of Asia (A),[1]
LC2010B,Legal Systems of Asia (B),[1]
LC2010C,Legal Systems of Asia (C),[1]
LC2010D,Legal Systems of Asia (D),[1]
LC2010E,Legal Systems of Asia (E),[1]
LC2010G,Legal Systems of Asia (G),[1]
LC2010H,Legal Systems of Asia (H),[1]
LC2012,Trial Advocacy,[2]
LC2013,Corporate Deals,[2]
LC2017,Law and Technology,[1]
LC3001A,Evidence (A),[1]
LC5010A,Legal Systems of Asia (A),[1]
LC5029,International Commercial Arbitration,[2]
LC5035,Taxation Issues in Cross-Border Transactions,[2]
LC5050V,Public International Law,[1]
LC5070V,Foundations Of Intellectual Property Law,"[1, 2]"
LC5074,Mergers & Acquisitions,[2]
LC5089,Chinese Corporate & Securities Law,[2]
LC5093,Chinese Intellectual Property Law,[2]
LC5115,International Law,[2]
LC5118,Foreign Direct Investment Law in Asia,[2]
LC5186,International & Commercial Trusts Law,[2]
LC5204AV,Carriage of Goods By Sea,[1]
LC5204BV,Charterparties,[2]
LC5225,Carriage of Goods by Sea,[2]
LC5230,Elements of Company Law,[1]
LC5232,Principles of Competition Law,[2]
LC5262AV,International Commercial Arbitration,[1]
LC5264,New Regionalism in International Trading System,[2]
LC5265,Chinese Business Law,[2]
LC5285V,International Dispute Settlement,[1]
LC5336,Topics in Int'l Arbitration & Dispute Resolution,[1]
LC5337,Singapore Common Law of Contract,[1]
LC5337S,Singapore Common Law of Contract,[1]
LC5405A,Law of Intellectual Property (a),[1]
LC6009GRSII,Graduate Research Seminar (Research Methods),[2]
LC6378,Doctoral Workshop,"[1, 2]"
LCC5390,"Contract, Tort & Evidence",[2]
LCC5391,Arbitration Law & Practice,[2]
LCC5392,Drafting & Award Writing,[2]
LCC5466,Fundamentals of Legal Reasoning,[1]
LCC5467,Criminal Law,[1]
LCC5468,Sentencing Law,[1]
LCC5469,Criminal Procedure,[2]
LCC5470,Criminal Evidence,[2]
LCD5204AV,Carriage of Goods By Sea,[1]
LCD5204BV,Charterparties,[2]
LCJ5001,Criminal Law,[2]
LCJ5002,Intro To Legal Theory,[2]
LCJ5003,Law Of Contract,"[1, 2]"
LCJ5004,Law Of Torts,[1]
LCJ5006,Equity & Trusts,[2]
LCJ5007,Constitutional & Administrative Law,[2]
LCJ5008,Company Law,[1]
LCJ5009,Pro Bono Service,"[1, 2]"
LCJ5010,Legal Systems of Asia,[1]
LCJ5011,Evidence,[1]
LCJ5012,Trial Advocacy,[2]
LCJ5013,Corporate Deals,[2]
LCJ5014,Principles Of Property Law,[1]
LCJ5015,"Legal Analysis, Research & Communication",[1]
LCJ5016,"Legal Analysis, Research & Communication","[1, 2]"
LCJ5025,Singapore Law in Context,[1]
LI5001,Research Project,"[1, 2]"
LI5101,Supply Chain Mgt Thinking & Practice,"[1, 2]"
LI5201,Special Topics in Logistics,[1]
LI5202,Supply Chain Management Strategies and Case Studies,[2]
LI5204,Supply Chain Simulation and Optimization,"[1, 2]"
LL4002,Admiralty Law & Practice,[2]
LL4004V,Aviation Law & Policy,"[1, 2]"
LL4007,Biotechnology Law,[2]
LL4008AV,Carriage of Goods By Sea,[1]
LL4008BV,Charterparties,[2]
LL4009V,Modern Chinese Law & Legal Chinese,[1]
LL4011V,Reform of Civil Procedure,[2]
LL4012,Comparative Constitutional Law,[1]
LL4014V,Construction Law,[2]
LL4021V,Environmental Law,[1]
LL4024V,Indonesian Law,[2]
LL4029AV,International Commercial Arbitration,[1]
LL4029BV,International Commercial Arbitration,[2]
LL4029V,International Commercial Arbitration,[1]
LL4030V,International Commercial Litigation,[1]
LL4031V,International  Environmental Law & Policy,[2]
LL4033V,International Legal Process,[1]
LL4034V,International Regulation of Shipping,[2]
LL4043,Law Of Marine Insurance,[2]
LL4044V,Mediation,[2]
LL4045V,Negotiation,[1]
LL4049V,Principles Of Conflict Of Laws,[1]
LL4050V,Public International Law,[1]
LL4054,Domestic and International Sale of Goods,[2]
LL4056BV,Tax Planning And Policy,[1]
LL4060V,World Trade Law,[2]
LL4063V,Business & Finance For Lawyers,"[1, 2]"
LL4064V,Competition Law and Policy,[1]
LL4070V,Foundations Of Intellectual Property Law,"[1, 2]"
LL4071,"International Patent Law, Policy and Practice",[1]
LL4073V,International Criminal Law,[1]
LL4089V,Chinese Corporate & Securities Law,[2]
LL4094AV,The Corporate Law Clinic,"[1, 2]"
LL4094BV,NUS-State Courts Judicial Clerkship Programme,[1]
LL4094CV,The Access to Justice Low Bono Litigation Clinic,"[1, 2]"
LL4094DV,The Pro Bono Criminal Law Litigation Clinic,"[1, 2]"
LL4094EV,The Capital Offences Criminal Litigation Clinic,"[1, 2]"
LL4094FV,The Evolving Legal Landscapes Clinic,"[1, 2]"
LL4094GV,The NUS CPBCLE Start Up Clinic,"[1, 2]"
LL4094V,The Pro Bono Family Law Litigation Clinic,"[1, 2]"
LL4099,Maritime Law,[1]
LL4109V,International Law & Asia,[2]
LL4111V,International Copyright Law and Policy,[2]
LL4140V,Law of the Sea: Theory and Practice,[2]
LL4150,International Investment Law and Arbitration,[2]
LL4177V,Entertainment Law,[1]
LL4188V,Corporate Finance Law,[2]
LL4190,Freedom of Speech: Critical & Comparative Perspectives,[2]
LL4203,International Moots and Other Competitions,"[1, 2]"
LL4203A,International Moots and Other Competitions,"[1, 2]"
LL4203B,International Moots and Other Competitions,"[1, 2]"
LL4203C,International Moots and Other Competitions,"[1, 2]"
LL4208V,Advanced Criminal Legal Process,[2]
LL4213V,Transnational Law,[1]
LL4219,The Trial of Jesus in Western Legal Thought,[2]
LL4244V,Criminal Practice,[1]
LL4251V,International Humanitarian Law,[2]
LL4263V,Intellectual Property Rights and Competition Policy,[2]
LL4276V,Advanced Contract Law,[1]
LL4277V,Medical Law and Ethics,[2]
LL4283V,"Artificial Intelligence, Information Science & Law",[2]
LL4285V,International Dispute Settlement,[1]
LL4287V,ASEAN Law and Policy,[1]
LL4290V,Traditions of Legal Research,[2]
LL4292V,State Responsibility: Theory and Practice,[2]
LL4295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL4303V,Law and Literature,[1]
LL4305,Intellectual Property and Human Rights,[2]
LL4308V,"Behavioural Economics, Law & Regulation",[2]
LL4309V,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL4320,International Space Law,[1]
LL4322,Trade Finance Law,[1]
LL4327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL4335V,Multinational Enterprises and International Law,[1]
LL4338V,Advanced Practicum in International Arbitration,[2]
LL4339,Comparative Evidence in International Arbitration,[2]
LL4342V,Taxation of Cross-Border Commercial Transactions I,[2]
LL4346,Interim Measures in International Arbitration,[2]
LL4349V,Energy Arbitration,[2]
LL4350V,Privacy & Data Protection Law,[1]
LL4356V,International Economic Law Clinic,[2]
LL4357V,Regulation & Political Economy,[2]
LL4359Z,SIAC and Institutional Arbitration,[1]
LL4360Z,Current Challenges to Investment Arbitration,[2]
LL4361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL4364V,Principles of Civil Law: Law of Obligations & Property,[1]
LL4367V,Public International Law Externship,[1]
LL4377V,Law in Action: Legal Policymaking Externship,[2]
LL4383Z,International Arbitration & the New York Convention,[1]
LL4396,University Research Opportunities Program,"[1, 2]"
LL4397,University Research Opportunities Program,"[1, 2]"
LL4398,University Research Opportunities Program,"[1, 2]"
LL4402,Corporate Insolvency Law,[2]
LL4405A,Law of Intellectual Property (a),[1]
LL4407,Law Of Insurance,[2]
LL4412,Securities and Capital Markets Regulation,[2]
LL4433V,Global Data Privacy Law,[2]
LL4434V,International Commodity Trading Law Clinic,[2]
LL4436V,Family Law and Practice,[1]
LL4438V,Intellectual Property Arbitration,[2]
LL4447V,Law and Data Science,[2]
LL4450V,Singapore Legal History,[2]
LL4452V,Specialised Topics in Family Law,[2]
LL4461V,Compliance and Risk Management,[1]
LL4475V,Law and Practice of Investment Management,[1]
LL4482V,Transitional Justice in Asia,[1]
LL4483V,Aviation Financing,[2]
LL4489V,Corporate Law and Economics,[1]
LL4491V,Law and the Humanities,[1]
LL4496V,The Law and Economics of Competition Policy,[2]
LL4503,Civil Law in a Global Perspective,[1]
LL4514V,Multidisciplinary Approach to Crime & Criminal Justice,[1]
LL4515,Law and Empire,[1]
LL4516,Ethics in Finance,[1]
LL4518,Classic and Contemporary Texts in Crime and Punishment,[1]
LL4519,"Religion, State and Multiculturalism",[1]
LL4520,"Corporations, Technology and the Law",[1]
LL4522V,International Construction Contracts and Arbitration,[1]
LL4525,Basic Legal Positions,[2]
LL4527V,Business Valuation in Practice,[1]
LL4528V,International Mediation,[1]
LL4531,The Human Rights of Women,[1]
LL5002,Admiralty Law & Practice,[2]
LL5004V,Aviation Law & Policy,"[1, 2]"
LL5007,Biotechnology Law,[2]
LL5008AV,Carriage of Goods By Sea,[1]
LL5008BV,Charterparties,[2]
LL5009V,Modern Chinese Law & Legal Chinese,[1]
LL5011V,Reform of Civil Procedure,[2]
LL5012,Comparative Constitutional Law,[1]
LL5014V,Construction Law,[2]
LL5021V,Environmental Law,[1]
LL5024V,Indonesian Law,[2]
LL5029BV,International Commercial Arbitration,[2]
LL5029V,International Commercial Arbitration,[1]
LL5030V,International Commercial Litigation,[1]
LL5031V,International  Environmental Law & Policy,[2]
LL5033V,International Legal Process,[1]
LL5034V,International Regulation of Shipping,[2]
LL5043,Law of Marine Insurance,[2]
LL5044V,Mediation,[2]
LL5045V,Negotiation,[1]
LL5049V,Principles Of Conflict Of Laws,[1]
LL5050V,Public International Law,[1]
LL5054,Domestic and International Sale of Goods,[2]
LL5055,Securities Regulation,[2]
LL5056BV,Tax Planning And Policy,[1]
LL5060V,World Trade Law,[2]
LL5063V,Business & Finance For Lawyers,"[1, 2]"
LL5064V,Competition Law and Policy,[1]
LL5070V,Foundations Of Intellectual Property Law,"[1, 2]"
LL5071,"International Patent Law, Policy and Practice",[1]
LL5073V,International Criminal Law,[1]
LL5089V,Chinese Corporate & Securities Law,[2]
LL5099,Maritime Law,[1]
LL5109V,International Law & Asia,[2]
LL5111V,International Copyright Law and Policy,[2]
LL5140V,Law of the Sea: Theory and Practice,[2]
LL5150,International Investment Law and Arbitration,[2]
LL5177V,Entertainment Law,[1]
LL5188V,Corporate Finance Law,[2]
LL5190,Freedom of Speech: Critical & Comparative Perspectives,[2]
LL5203,International Moots and Other Competitions,"[1, 2]"
LL5203A,International Moots and Other Competitions,"[1, 2]"
LL5203B,International Moots and Other Competitions,"[1, 2]"
LL5203C,International Moots and Other Competitions,"[1, 2]"
LL5208V,Advanced Criminal Legal Process,[2]
LL5213V,Transnational Law,[1]
LL5219,The Trial of Jesus in Western Legal Thought,[2]
LL5242S,Financial Regulation and Central Banking,[2]
LL5244V,Criminal Practice,[1]
LL5251V,International Humanitarian Law,[2]
LL5263V,Intellectual Property Rights and Competition Policy,[2]
LL5276V,Advanced Contract Law,[1]
LL5277V,Medical Law and Ethics,[2]
LL5283V,"Artificial Intelligence, Information Science & Law",[2]
LL5285V,International Dispute Settlement,[1]
LL5287V,ASEAN Law and Policy,[1]
LL5290V,Traditions of Legal Research,[2]
LL5292V,State Responsibility: Theory and Practice,[2]
LL5293S,Business Torts,[2]
LL5294S,Security and Insolvency Law,[2]
LL5295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL5303V,Law and Literature,[1]
LL5305,Intellectual Property and Human Rights,[2]
LL5308V,"Behavioural Economics, Law & Regulation",[2]
LL5309V,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL5314S,Private Equity and Venture Capital: Law and Practice,[2]
LL5315S,China's Tax Law and International Tax Policy,[2]
LL5320,International Space Law,[1]
LL5322,Trade Finance Law,[1]
LL5327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL5335V,Multinational Enterprises and International Law,[1]
LL5338V,Advanced Practicum in International Arbitration,[2]
LL5339,Comparative Evidence in International Arbitration,[2]
LL5342V,Taxation of Cross-Border Commercial Transactions I,[2]
LL5346,Interim Measures in International Arbitration,[2]
LL5349V,Energy Arbitration,[2]
LL5350V,Privacy & Data Protection Law,[1]
LL5356V,International Economic Law Clinic,[2]
LL5357V,Regulation & Political Economy,[2]
LL5359Z,SIAC and Institutional Arbitration,[1]
LL5360Z,Current Challenges to Investment Arbitration,[2]
LL5361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL5364V,Principles of Civil Law: Law of Obligations & Property,[1]
LL5380S,International and Comparative Insolvency Law in the BRI,[2]
LL5383Z,International Arbitration & the New York Convention,[1]
LL5396,University Research Opportunities Programme,"[1, 2]"
LL5396V,International Arbitration & Dispute Resolution Research,"[1, 2]"
LL5397,University Research Opportunities Programme,"[1, 2]"
LL5397V,International Arbitration & Dispute Resolution Research,"[1, 2]"
LL5398,University Research Opportunities Programme,"[1, 2]"
LL5402,Corporate Insolvency Law,[2]
LL5405A,Law of Intellectual Property (a),[1]
LL5407,Law of Insurance,[2]
LL5412,Securities and Capital Markets Regulation,[2]
LL5433V,Global Data Privacy Law,[2]
LL5434V,International Commodity Trading Law Clinic,[2]
LL5436V,Family Law and Practice,[1]
LL5438V,Intellectual Property Arbitration,[2]
LL5439S,Applied Accounting and Finance for Lawyers,[2]
LL5445S,Corporate Insolvency Law,[2]
LL5447V,Law and Data Science,[2]
LL5450V,Singapore Legal History,[2]
LL5452V,Specialised Topics in Family Law,[2]
LL5454S,Commercial Conflict of Laws,[2]
LL5459X,"Env. & Sustainability - Law, Governance & Practice",[1]
LL5461V,Compliance and Risk Management,[1]
LL5475V,Law and Practice of Investment Management,[1]
LL5482V,Transitional Justice in Asia,[1]
LL5483V,Aviation Financing,[2]
LL5484X,Introduction to Business Law,[1]
LL5485X,Negotiation,[2]
LL5489V,Corporate Law and Economics,[1]
LL5491V,Law and the Humanities,[1]
LL5496V,The Law and Economics of Competition Policy,[2]
LL5503,Civil Law in a Global Perspective,[1]
LL5512S,Digital Law and Policy in China,[2]
LL5513S,Chinese Company and Capital Market Law,[2]
LL5514V,Multidisciplinary Approach to Crime & Criminal Justice,[1]
LL5515,Law and Empire,[1]
LL5516,Ethics in Finance,[1]
LL5517,Design and Negotiation for Lawyers,[2]
LL5518,Classic and Contemporary Texts in Crime and Punishment,[1]
LL5519,"Religion, State and Multiculturalism",[1]
LL5520,"Corporations, Technology and the Law",[1]
LL5521,"Comparative Antitrust Law: Taiwan, China and Beyond",[2]
LL5522V,International Construction Contracts and Arbitration,[1]
LL5524,Business Law in China,[2]
LL5525,Basic Legal Positions,[2]
LL5526,Japanese Law,[2]
LL5527V,Business Valuation in Practice,[1]
LL5528V,International Mediation,[1]
LL5529V,FinTech and the Law,[2]
LL5530V,Law and Natural Language Processing,[2]
LL5531,The Human Rights of Women,[1]
LL5534V,Law and Economics of Climate Change,[2]
LL6002,Admiralty Law & Practice,[2]
LL6004V,Aviation Law & Policy,"[1, 2]"
LL6007,Biotechnology Law,[2]
LL6008AV,Carriage of Goods By Sea,[1]
LL6008BV,Charterparties,[2]
LL6009V,Modern Chinese Law & Legal Chinese,[1]
LL6011V,Reform of Civil Procedure,[2]
LL6012,Comparative Constitutional Law,[1]
LL6014V,Construction Law,[2]
LL6021V,Environmental Law,[1]
LL6024V,Indonesian Law,[2]
LL6029BV,International Commercial Arbitration,[2]
LL6029V,International Commercial Arbitration,[1]
LL6030V,International Commercial Litigation,[1]
LL6031V,International  Environmental Law & Policy,[2]
LL6033V,International Legal Process,[1]
LL6034V,International Regulation of Shipping,[2]
LL6043,Law Of Marine Insurance,[2]
LL6044V,Mediation,[2]
LL6045V,Negotiation,[1]
LL6049V,Principles Of Conflict Of Laws,[1]
LL6050V,Public International Law,[1]
LL6054,Domestic and International Sale of Goods,[2]
